original_index,discussion_link,comment,removed,merged,method_signature,filename,link commit after,comment_ok,comment_found,change_ok,how to exclude,notes,commented_line,commented_file
311,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,SetEventNotificationsDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
312,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,ResumeScheduleDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
317,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,UpdateDeviceSslCertificationDeviceRequest,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,24,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/device/requests/GetPowerUsageHistoryDeviceRequest.java
284,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) The Cyclomatic Complexity of this method ""convert"" is 17 which is greater than 10 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AMethodCyclomaticComplexity)
","before = after, too long instance",True,convert,`,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,37,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/application/mapping/OslpGetConfigurationResponseToConfigurationConverter.java
289,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Method has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
","before = after, method befor not found",True,-,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,81,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java
290,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Method has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
","before = after, method befor not found",True,-,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,81,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java
293,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Method has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,processOslpRequestGetPowerUsageHistory,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,81,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java
297,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Method has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
","before = after, method befor not found",True,-,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,81,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java
298,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Method has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
","before = after, method befor not found",True,-,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,81,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java
315,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Method has 10 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,processOslpRequestGetPowerUsageHistory,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,81,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/DeviceService.java
292,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Method has 11 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
","before = after, too long instance",True,handleOslpResponseGetPowerUsageHistory,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/OslpDeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,750,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/OslpDeviceService.java
316,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Method has 11 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
","before = after, too long instance",True,handleOslpResponseGetPowerUsageHistory,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/OslpDeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,750,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/OslpDeviceService.java
294,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Remove this unused method parameter ""deviceResponseHandler"". [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS1172)
",before = after,True,processOslpRequestGetPowerUsageHistory,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/OslpDeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,741,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/OslpDeviceService.java
313,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Remove this unused method parameter ""deviceResponseHandler"". [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS1172)
",before = after,True,processOslpRequestGetPowerUsageHistory,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/OslpDeviceService.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,741,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/networking/OslpDeviceService.java
295,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Method has 8 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,handleGetPowerUsageHistoryDeviceResponse,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/messaging/processors/PublicLightingGetPowerUsageHistoryRequestMessageProcessor.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,yes,,jenkins,169,osgp-adapter-protocol-oslp/src/main/java/com/alliander/osgp/adapter/protocol/oslp/infra/messaging/processors/PublicLightingGetPowerUsageHistoryRequestMessageProcessor.java
299,,"![MINOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-minor.png) Replace this ""switch"" statement by ""if"" statements to increase readability. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS1301)
",before = after,True,onMessage,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/infra/messaging/OsgpResponseMessageListener.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,42,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/infra/messaging/OsgpResponseMessageListener.java
308,,"![MINOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-minor.png) Replace this ""switch"" statement by ""if"" statements to increase readability. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS1301)
",before = after,True,onMessage,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/infra/messaging/OsgpResponseMessageListener.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,42,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/infra/messaging/OsgpResponseMessageListener.java
300,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Reduce this switch case number of lines from 7 to at most 5, for example by extracting code into methods. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS1151)
",before = after,True,onMessage,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/infra/messaging/OsgpResponseMessageListener.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,43,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/infra/messaging/OsgpResponseMessageListener.java
309,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Reduce this switch case number of lines from 7 to at most 5, for example by extracting code into methods. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS1151)
",before = after,True,onMessage,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/infra/messaging/OsgpResponseMessageListener.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,yes,,no,,jenkins,43,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/infra/messaging/OsgpResponseMessageListener.java
305,,"![MAJOR](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/severity-major.png) Constructor has 11 parameters, which is greater than 7 authorized. [![rule](https://raw.githubusercontent.com/SonarCommunity/sonar-github/master/images/rule.png)](http://54.77.62.182/sonarqube/coding_rules#rule_key=squid%3AS00107)
",before = after,True,SetScheduleDeviceRequest,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/device/requests/SetScheduleDeviceRequest.java,https://github.com/OSGP/Protocol-Adapter-OSLP/commit/cd7db8ce804e891ba59ca910b17dd76750761638,,not found for this file and method,,,jenkins,27,osgp-adapter-protocol-oslp-elster/src/main/java/com/alliander/osgp/adapter/protocol/oslp/elster/device/requests/SetScheduleDeviceRequest.java
